"Codart","Nomart","Pcosto","Pventa","Exiact","Pricon","Segcon","Difer","Status","Sustiti","Observa","Procesado"
"2101-2906042M",Soporte barra estab. grande (meg),0.94,1.5,0.0,0.0,0.0,0.0,N,"2101-2906042M",,N
"2101-2906043",Soporte barra estabilizador med. (fa),1.18,1.35,80.0,80.0,0.0,0.0,C,"2101-2906043","",S
"2101-2906043M",Soporte barra estab. mediana /meg,0.94,1.2,63.0,63.0,0.0,0.0,C,"2101-2906043M","",S
"2101-2906048",Abrazadera barra estabil. der. (fa),0.78,1.27,57.0,57.0,0.0,0.0,C,"2101-2906048","",S
"2101-2906049",Abrazadera barra estabil. izq. (fa),0.78,1.27,70.0,70.0,0.0,0.0,C,"2101-2906049","",S
"2101-2906231",Buje amortiguador,0.06,0.1,1.0,1.0,0.0,0.0,C,"2101-2906231","",S
"2101-2912652",Base caucho espiral post.,0.89,1.42,0.0,0.0,0.0,0.0,N,"2101-2912652",,N
"2101-2912655",Asiento grande espiral,0.74,1.18,0.0,20.0,0.0,0.0,N,"2101-2912655","",S
"2101-2912712",Espiral post.,11.73,18.77,0.0,0.0,0.0,0.0,N,"2101-2912712",,N
"2101-2919010-01",Barra longitudinal der. (fa),16.56,26.75,0.0,1.0,0.0,0.0,N,"2101-2919010-01","",S
"2101-2919010-01M",Barra longitudinal der. (meg),9.88,15.8,0.0,0.0,0.0,0.0,N,"2101-2919010-01M",,N
"2101-2919012-01",Barra longitudinal izq. (fa),16.56,26.75,0.0,0.0,0.0,0.0,N,"2101-2919012-01",,N
"2101-2919012-01M",Barra longitudinal izq. (meg),9.88,15.8,0.0,0.0,0.0,0.0,N,"2101-2919012-01M",,N
"2101-2919013-01",Barra longitudinal peq. (fa),4.37,6.99,0.0,0.0,0.0,0.0,N,"2101-2919013-01",,N
"2101-2919042-10",Buje barra longitudinal grande (fa),0.57,1.06,23.0,22.0,23.0,0.0,C,"2101-2919042-10","",S
"2101-2919108-10",Buje barra longitudinal peq. (fa),0.45,0.84,0.0,0.0,0.0,0.0,N,"2101-2919108-10",,N
"2101-2919110-01",Barra transversal,6.84,10.95,0.0,0.0,0.0,0.0,N,"2101-2919110-01",,N
"2101-3001014",Punta eje dela. der. (fa),33.45,52.4,0.0,0.0,0.0,0.0,N,"2101-3001014",,N
"2101-3001015",Punta eje dela. izq. (fa),29.04,47.0,0.0,0.0,0.0,0.0,N,"2101-3001015",,N
"2101-3003011",Barra central (fa),13.88,25.9,0.0,0.0,0.0,0.0,N,"2101-3003011",,N
"2101-3003050",Terminal direccion largo der. (fa),5.92,8.91,64.0,64.0,0.0,0.0,C,"2101-3003050","",S
"2101-3003054",Union tubo terminal (fa),2.25,4.2,122.0,122.0,0.0,0.0,C,"2101-3003054","",S
"2101-3003057",Terminal corto (fa),5.47,10.04,136.0,135.0,135.0,0.0,N,"2101-3003057-03","",S
"2101-3003064",Terminal direccion largo izq. (fa),5.72,8.91,78.0,78.0,0.0,0.0,C,"2101-3003064","",S
"2101-3003079",Abrazadera terminal (fa),0.38,0.7,68.0,68.0,0.0,0.0,C,"2101-3003079","",S
"2101-3003080",Cuerpo brazo direccion completo (fa),19.84,37.04,1.0,1.0,0.0,0.0,C,"2101-3003080","",S
"2101-3003092",Cuerpo brazo direccion (fa),5.66,9.05,0.0,0.0,0.0,0.0,N,"2101-3003092",,N
"2101-3003094",Bocin soporte direccion (fa),0.36,0.67,836.0,836.0,0.0,0.0,C,"2101-3003094","",S
"2101-3101040",Perno rueda (fa),0.48,0.9,72.0,68.0,68.0,0.0,N,"2101-3101040","",S
"2101-3101040M",Perno rueda (meg),0.31,0.5,0.0,0.0,0.0,0.0,N,"2101-3101040M",,N
"2101-3101065",Tapa grasa,0.34,0.55,0.0,0.0,0.0,0.0,N,"2101-3101065",,N
"2101-3101082",Pasador guia disco freno,0.12,0.2,0.0,0.0,0.0,0.0,N,"2101-3101082",,N
"2101-3103020",Ruliman punta eje grande (fa),4.34,6.95,0.0,0.0,0.0,0.0,N,"2101-3103020",,N
"2101-3103020M",Ruliman punta eje grande (meg),4.06,6.5,0.0,0.0,0.0,0.0,N,"2101-3103020M",,N
"2101-3103025",Ruliman punta eje peq. (fa),3.78,6.05,0.0,0.0,0.0,0.0,N,"2101-3103025",,N
"2101-3103025M",Ruliman punta eje peq. (meg),3.12,5.0,0.0,0.0,0.0,0.0,N,"2101-3103025M",,N
"2101-3103034",Anillo espaciador,0.46,0.74,0.0,0.0,0.0,0.0,N,"2101-3103034",,N
"2101-3103038",Reten rueda dela. (fa),0.48,0.88,0.0,1.0,1.0,0.0,N,"2101-3103038","",S
"2101-3103079",Arandela tope,0.22,0.35000000000000003,0.0,0.0,0.0,0.0,N,"2101-3103079",,N
"2101-3400010",Cajetin direccion,100.0,160.0,0.0,0.0,0.0,0.0,N,"2101-3400010",,N
"2101-3401023",Reten del sector (fa),0.55,1.04,0.0,0.0,0.0,0.0,N,"2101-3401023",,N
"2101-3401026",Reten del sin fin (fa),0.48,0.9,0.0,0.0,0.0,0.0,N,"2101-3401026",,N
"2101-3401035",Sin fin corto,25.52,36.87,15.0,15.0,0.0,0.0,C,"2101-3401035","",S
"2101-3401035-20",Sin fin largo direccion (fa),25.77,37.11,0.0,0.0,0.0,0.0,N,"2101-3401035-20",,N
"2101-3401035M",Sin fin largo direccion / meg,16.88,27.0,0.0,0.0,0.0,0.0,N,"2101-3401035M",,N
"2101-3401060",Sector direccion (fa),47.7,75.0,0.0,0.0,0.0,0.0,N,"2101-3401060",,N
"2101-3401060M",Sector direccion (meg),36.25,58.0,0.0,0.0,0.0,0.0,N,"2101-3401060M",,N
"2101-3401076-01",Boc�n caja direcci�n (fa),1.23,2.262,1.0,1.0,0.0,0.0,C,"2101-3401076-01","",S
"2101-3401090",Brazo pigman mando direccion (fa),11.86,18.8,0.0,0.0,0.0,0.0,N,"2101-3401090",,N
"2101-3401122",Pista fina caja de la direccion (fa),1.8,3.3,0.0,0.0,0.0,0.0,N,"2101-3401122",,N
"2101-3401123",Pista ruliman direccion gruesa (fa),1.47,2.35,0.0,0.0,0.0,0.0,N,"2101-3401123",,N
"2101-3401129",Ruliman caja direccion (fa),1.66,3.05,0.0,0.0,0.0,0.0,N,"2101-3401129",,N
"2101-3501035",Seguro de la mordaza,0.14,0.23,0.0,0.0,0.0,0.0,N,"2101-3501035",,N
"2101-3501070",Disco freno (fa),17.94,26.7,44.0,44.0,0.0,0.0,C,"2101-3501070","",S
"2101-3501085-01",Ca�eria mordaza izq.,0.91,1.46,0.0,0.0,0.0,0.0,N,"2101-3501085-01",,N
"2101-3501086-01",Ca�eria mordaza der.,0.91,1.46,0.0,0.0,0.0,0.0,N,"2101-3501086-01",,N
"2101-3501090-10",Jgo. pastilla freno (fa),1.86,12.64,0.0,0.0,0.0,0.0,N,"2101-3501090-10",,N
"2101-3501136",Resorte pasador mordaza,0.09,0.14,0.0,0.0,0.0,0.0,N,"2101-3501136",,N
"2101-3501180",Cilindro mordaza der. (fa),10.52,16.830000000000002,0.0,0.0,0.0,0.0,N,"2101-3501180",,N
"2101-3501181",Cilindro mordaza izq. (fa),10.52,16.830000000000002,0.0,0.0,0.0,0.0,N,"2101-3501181",,N
"2101-3501206",Kit reparacion mordaza (fa),1.07,1.71,0.0,0.0,0.0,0.0,N,"2101-3501206",,N
"2101-3502038",Resorte zapata inferior,0.27,0.43,0.0,0.0,0.0,0.0,N,"2101-3502038",,N
"2101-3502040-10",Cilindro post. freno (fa),5.74,10.53,-3.0,6.0,6.0,0.0,N,"2101-3502040-10",da�ado 1,S
"2101-3502051-01",Zapatilla freno (fa),0.26,0.48,3.0,0.0,0.0,0.0,N,"2101-3502051-01",,N
"2101-3502058-01",Guardapolvo post. freno,0.16,0.25,0.0,0.0,0.0,0.0,N,"2101-3502058-01",,N
"2101-3502070",Tambor eje (fa),44.92,76.37,0.0,0.0,0.0,0.0,N,"2101-3502070",,N
"2101-3502090",Jgo. de zapatas,11.02,17.64,0.0,0.0,0.0,0.0,N,"2101-3502090",,N
"2101-3502100",Clavos zapatas,0.09,0.15,0.0,0.0,0.0,0.0,N,"2101-3502100",,N
"2101-3505008",Cilindro maestro freno (fa),22.12,41.3,25.0,34.0,24.0,0.0,N,"2101-3505008",da�ados 1,S
"2101-3505009M",Cilindro maestro freno (meg),17.5,28.0,0.0,0.0,0.0,0.0,N,"2101-3505009M",,N
"2101-3505033",Zapatilla ranurada (fa),0.42,0.78,1.0,0.0,0.0,0.0,N,"2101-3505033",,N
"2101-3505092",Caucho cilindro post. (fa),0.15,0.24,60.0,60.0,0.0,0.0,C,"2101-3505092","",S
"2101-3505094",Seguro conexion cilindros,0.16,0.25,0.0,0.0,0.0,0.0,N,"2101-3505094",,N
"2101-3506060-01",Manguera freno dela. (fa),3.08,4.65,45.0,45.0,0.0,0.0,C,"2101-3506060-01","",S
"2101-3506085",Manguera freno post.,2.62,4.19,0.0,0.0,0.0,0.0,N,"2101-3506085",,N
"2101-3507034",Palanca der. separador zapata (fa),1.19,1.9100000000000001,0.0,0.0,0.0,0.0,N,"2101-3507034",,N
"2101-3507035",Palanca izq. separador freno (fa),1.19,1.9100000000000001,0.0,0.0,0.0,0.0,N,"2101-3507035",,N
"2101-3507036",Platina separadora zapata (fa),1.27,2.0300000000000002,0.0,0.0,0.0,0.0,N,"2101-3507036",,N
"2101-3507037",Almohadilla del freno,0.15,0.24,0.0,0.0,0.0,0.0,N,"2101-3507037",,N
"2101-3508180",Cable freno de mano original (fa),11.1,20.72,0.0,0.0,0.0,0.0,N,"2101-3508180",,N
"2101-3701005-0",Alternador (fa),75.55,120.88,0.0,0.0,0.0,0.0,N,,,N
"2101-3701051",Polea alternador,3.9,6.24,0.0,0.0,0.0,0.0,N,"2101-3701051",,N
"2101-3701100",Coronilla alternador,24.38,39.0,0.0,0.0,0.0,0.0,N,"2101-3701100",,N
"2101-3701200",Masa alternador,29.46,47.14,0.0,0.0,0.0,0.0,N,"2101-3701200",,N
"2101-3702000-01",Regulador carga bateria (fa),3.75,5.2,22.0,22.0,0.0,0.0,C,"2101-3702000-01","",S
"2101-3702600",Relay carga bateria 702 (fa),1.77,2.83,0.0,0.0,0.0,0.0,N,"2101-3702600",,N
"2101-3704000-11",Swich arranque (fa),17.07,31.86,6.0,6.0,0.0,0.0,C,"2101-3704000-11","",S
"2101-3704100-11",Contacto swinch 6 patas (fa),2.38,3.81,108.0,107.0,108.0,0.0,C,"2101-3704100-11","",S
"2101-3705060",Bobina encendido (fa),11.0,17.6,0.0,0.0,0.0,0.0,N,"2101-3705060",,N
"2101-3705060-1",Bobina encendido (jp),5.62,9.0,0.0,0.0,0.0,0.0,N,"2101-3705060-1",,N
"2101-3706020-10",Rotor distribuidor (fa),1.03,2.0,0.0,0.0,0.0,0.0,N,"2101-3706020-10",,N
"2101-3706020-2",Rotor distribuidor italia,1.62,2.6,0.0,0.0,0.0,0.0,N,"2101-3706020-2",,N
"2101-3706300-20",Platinera 1600 (fa),5.14,8.75,0.0,0.0,0.0,0.0,N,"2101-3706300-20",,N
"2101-3706300SET",Platinera 1600 set (fa),5.37,8.6,0.0,0.0,0.0,0.0,N,"2101-3706300",,N
"2101-3706400",Condenso original,1.21,1.93,0.0,0.0,0.0,0.0,N,"2101-3706400",,N
"2101-3706400-3",Condens0 k w,1.56,2.5,0.0,0.0,0.0,0.0,N,"2101-3706400-3",,N
"2101-3706400-99",Condenso japon,0.41,0.65,0.0,0.0,0.0,0.0,N,"2101-3706400-99",,N
"2101-3706500",Tapa distribuidor (fa),2.32,4.5,52.0,52.0,0.0,0.0,C,"2101-3706500","",S
"2101-3707080-10",Jgo. cable bujias,6.14,9.83,0.0,0.0,0.0,0.0,N,"2101-3707080-10",,N
"2101-3708310",Buje arranque peq.,0.44,0.71,0.0,2.0,1.0,0.0,N,"2101-3708310","",S
"2101-3708340",Carbon motor arranque,0.5,0.8,0.0,0.0,0.0,0.0,N,"2101-3708340",,N
"2101-3708405",Buje arranque gra.,0.49,0.79,0.0,0.0,0.0,0.0,N,"2101-3708405",,N
"2101-3708410",Horquilla motor arranque,0.78,1.25,0.0,0.0,0.0,0.0,N,"2101-3708410",,N
"2101-3708620",Bendix,7.56,12.1,0.0,0.0,0.0,0.0,N,"2101-3708620",,N
"2101-3708805",Automatico arranque,13.05,20.88,0.0,0.0,0.0,0.0,N,"2101-3708805",,N
"2101-37088055",Automatico arranque 3 pernos,12.98,20.77,0.0,0.0,0.0,0.0,N,"2101-37088055",,N
"2101-3709310-70",Cerebro de luces 3 tiempos (fa),22.64,41.5,8.0,0.0,8.0,0.0,C,"2101-3709310-70","",S
"2101-3720010",Trompo stop original,2.91,4.66,0.0,0.0,0.0,0.0,N,"2101-3720000",,N
"2101-3808600",Trompo temperatura original,2.94,4.7,0.0,0.0,0.0,0.0,N,"2101-3808600",,N
"2101-3808600-1",Trompo temperatura italia,3.14,5.3,0.0,0.0,0.0,0.0,N,F15001,,N
"2101-3808600M",Trompo temperatura (meg),2.94,4.7,0.0,0.0,0.0,0.0,N,"2101-3808600M",,N
"2101-3810600",Trompo aceite (fa),1.74,2.7800000000000002,0.0,0.0,0.0,0.0,N,"2101-3810600",,N
"2101-3810601","Trompo aceite lada,fiat uno italia",1.44,3.0,0.0,0.0,0.0,0.0,N,"2101-3810600",,N
"2101-3901250",Gata mecanica,11.25,18.0,0.0,0.0,0.0,0.0,N,"2101-3901250",,N
"2101-5205058-10",Tuerca brazo limpia parabrisas,0.59,0.9,350.0,350.0,0.0,0.0,C,"2101-5205058-10","",S
"2101-5205150",Regulador motor limpia vidrio (fa),4.25,6.8,0.0,0.0,0.0,0.0,N,"2101-5205150",,N
"2101-6101080",Polea mecanismo elevar vidrio (fa),0.41,0.65,0.0,0.0,0.0,0.0,N,"2101-6101080",,N
"2101-6103102",Manecilla seguro ventolera der.,0.56,0.81,39.0,39.0,0.0,0.0,C,"2101-6103102","",S
"2101-6103103",Manecilla seguro ventolera izq.,0.56,0.81,63.0,63.0,0.0,0.0,C,"2101-6103103","",S
"2101-6104020-01",Mecanismo elevar vidrio dela. (fa),5.96,11.12,21.0,21.0,0.0,0.0,C,"2101-6104020-01","",S
"2101-6104020-01M",Mecanismo elevar vidrio dela. (meg),4.31,6.9,0.0,0.0,0.0,0.0,N,"2101-6104020-01M",,N
"2101-6105176",Chapa pta. ext. dela. der. (fa),5.87,9.39,0.0,0.0,0.0,0.0,N,"2101-6105176",,N
"2101-6105177",Chapa pta. ext. dela. izq. (fa),5.87,9.39,0.0,0.0,0.0,0.0,N,"2101-6105177",,N
"2101-6204020-01",Maquina subir vidrio post.,5.7,9.69,0.0,0.0,0.0,0.0,N,"2101-6204020-01",,N
"2101-6205150-01",Chapa puerta ext. post. der.,5.97,9.55,0.0,0.0,0.0,0.0,N,"2101-6205150-01",,N
"2101-6205151-01",Chapa puerta ext. post. izq.,5.87,9.39,0.0,0.0,0.0,0.0,N,"2101-6205151-01",,N
"2101-6205180",Manija interior abrepuerta (fa),0.76,1.21,0.0,0.0,0.0,0.0,N,,,N
"2101-6205180M",Manija interior abrepuerta (meg),0.5,0.8,0.0,0.0,0.0,0.0,N,,,N
"2101-6206082",Freno puerta,1.69,2.7,0.0,0.0,0.0,0.0,N,"2101-6206082",,N
"2101-8402050",Varilla soporte capot,0.89,1.43,0.0,0.0,0.0,0.0,N,"2101-8402050",,N
"2101-8406010",Chapa capot (fa),3.24,6.05,0.0,0.0,0.0,0.0,N,"2101-8406010",,N
"2101-8406010M",Chapa capot (meg),1.56,2.5,0.0,0.0,0.0,0.0,N,"2101-8406010M",,N
"2101-8406142-02",Funda cable capot (fa),0.86,1.6,0.0,0.0,0.0,0.0,N,"2101-8406142-02",,N
"2101-8406142-02M",Funda cable capot (meg),0.41,0.65,0.0,0.0,0.0,0.0,N,"2101-8406142-02M",,N
"2101-8406156",Cable cerradura capot (fa),0.54,1.01,4.0,0.0,0.0,0.0,N,"2101-8406156",,N
"2101-8406156M",Cable cerradura capot (meg),0.28,0.45,0.0,0.0,0.0,0.0,N,"2101-8406156M",,N
"21011 6205197-02",Moldura manija,0.36,0.58,0.0,0.0,0.0,0.0,N,"21011 6205197-02",,N
"210111000100-10",Jgo. rines std. original,29.62,45.33,7.0,7.0,0.0,0.0,C,"210111000100-10","",S
"210111003020",Empaque cabezote 1600 (fa),2.83,4.53,0.0,0.0,0.0,0.0,N,"210111003020",,N
"210113505100",Deposito liquido freno (fa),5.93,11.06,18.0,0.0,18.0,0.0,C,"210113505100","",S
"210113709310-5",Cerebro luces 2 tiempos,13.83,22.13,0.0,0.0,0.0,0.0,N,"210113709310-5",,N
"210113709310-7",Cerebro luces 3 tiempos (fa),22.64,41.5,0.0,8.0,0.0,0.0,N,"210113709310-7","",S
"210116205180",Manija interior abre puerta (fa),0.93,1.74,192.0,213.0,213.0,0.0,N,"210116205180","",S
"210116205180M",Manija interior abre puerta (meg),0.0,0.0,0.0,0.0,0.0,0.0,N,"210116205180M",,N
"21011701119M",Masa sincronizada (meg),0.0,0.0,0.0,0.0,0.0,0.0,N,"21011701119M",,N
"210118201008",Espejo interior,4.0,6.4,0.0,0.0,0.0,0.0,N,"210118201008",,N
"210118201050",Espejo exterior (2103-6),4.4,7.04,0.0,0.0,0.0,0.0,N,"210118201050",,N
"2102-1101125",Boya tanque gasolina peq. (fa),6.26,10.63,0.0,0.0,0.0,0.0,N,"2102-1101125",,N
"2103-1005015",Cigue�al motor original,138.45,253.83253,0.0,0.0,0.0,0.0,N,"2103-1005015",,N
"2103-1005015M",Cigue�al motor / meg,103.12,165.0,0.0,0.0,0.0,0.0,N,"2103-1005015M",,N
"2103-1006040",Cadena distribucion 1600 (fa),11.88,21.78,252.0,252.0,0.0,0.0,C,"2103-1006040","",S
"2103-1006090",Zapata tensora (fa),2.25,4.13,182.0,182.0,0.0,0.0,C,"2103-1006090","",S
"2103-1006100",Damper (fa),1.64,3.0,0.0,0.0,0.0,0.0,N,"2103-1006100",,N
"2103-1006100M",Damper (meg),1.5,2.4,0.0,0.0,0.0,0.0,N,"2103-1006100M",,N
"2103-1104338",Ciclor 95,0.25,0.4,0.0,0.0,0.0,0.0,N,"2103-1104338",,N
"2103-1107337",Surtidor principal ciclor 150,0.26,0.42,0.0,0.0,0.0,0.0,N,"2103-1107337",,N
"2103-1107420",Selenoide (fa),6.42,10.91,0.0,0.0,0.0,0.0,N,"2103-1107420",,N
"2103-1107422",Surtidor del carburador,0.24,0.38,0.0,0.0,0.0,0.0,N,"2103-1107422",,N
"2103-1108026",Eje acelerador (fa),6.42,11.14,0.0,0.0,0.0,0.0,N,"2103-1108026",,N
"2103-1308008-0",Electroventilador lada,43.12,69.0,0.0,0.0,0.0,0.0,N,"2103-1308008-0",,N
"2103-1601085",Plato embrague (fa),23.75,38.0,0.0,0.0,0.0,0.0,N,"2103-1601085",,N
"2103-1702150-01",Pi�on velocimetro 9 dientes (fa),8.06,12.89,0.0,0.0,0.0,0.0,N,"2103-1702150-01",,N
"2103-2402020",Cono y corona 10/41,126.6,202.56,0.0,0.0,0.0,0.0,N,"2103-2402020",,N
"2103-2403069",Eje posterior (fa),41.12,76.86,40.0,40.0,0.0,0.0,C,"2103-2403069","",S
"2103-2803075",Caucho soporte parachoque izq.,0.49,0.71,60.0,60.0,0.0,0.0,C,"2103-2803075","",S
"2103-2803076",Caucho soporte parachoque der.,0.49,0.78,0.0,0.0,0.0,0.0,N,"2103-2803076",,N
"2103-3101015",Aro llanta,31.46,52.42,19.0,19.0,0.0,0.0,C,"2103-3101015","",S
"2103-3401160",Ca�a direccion (fa),16.88,31.5031,1.0,1.0,0.0,0.0,C,"2103-3401160","",S
"2103-3502080",Zapata freno post. der.,5.61,8.98,2.0,2.0,0.0,0.0,C,"2103-3502080","",S
"2103-3502081",Zapata freno post. izq.,5.61,8.98,0.0,0.0,0.0,0.0,N,"2103-3502081",,N
"2103-3505125",Manguera conexion deposito,0.61,0.98,0.0,0.0,0.0,0.0,N,"2103-3505125",,N
"2103-3508012-01",Palanca freno de mano (fa),16.92,28.76,0.0,0.0,0.0,0.0,N,"2103-3508012.01",,N
"2103-3510010-10",Servofreno (fa),34.79,63.77,53.0,52.0,53.0,0.0,C,"2103-3510010-10","",S
"2103-3510050-0",Manguera servofreno,3.06,4.9,0.0,0.0,0.0,0.0,N,"2103-3510050-0",,N
"2103-3510050M",Manguera servofreno (meg),2.5,4.0,0.0,0.0,0.0,0.0,N,"2103-3510050M",,N
"2103-3706010-10",Distribuidor (fa),27.78,46.3,0.0,0.0,0.0,0.0,N,"2103-3706010-10",,N
"2103-3706200-10",Eje distribuidor,6.77,10.83,0.0,0.0,0.0,0.0,N,"2103-3706200-10",,N
"2103-3711200",Vidrio redondo faro,5.7,9.120000000000001,0.0,0.0,0.0,0.0,N,"2103-3711200",,N
"2103-3711207-99",Foco halogeno h4 60/55w,0.89,1.42,0.0,0.0,0.0,0.0,N,"2103-3711207-99",,N
"2103-3711208-99",Foco halogeno h4 100/90w,0.89,1.42,0.0,0.0,0.0,0.0,N,"2103-3711208-99",,N
"2103-3712071",Mica dela. izq. 1600 (fa),2.44,3.9,0.0,0.0,0.0,0.0,N,"2103-3712071",,N
"2103-3712071M",Mica dela. izq. 1600 (meg),0.0,1.4,0.0,0.0,0.0,0.0,N,"2103-3712071M",,N
"2103-3726450",Relay de luces 527 (fa),1.98,2.85,114.0,114.0,0.0,0.0,C,"2103-3726450","",S
"2103-3730000",Motor limpia vidrio (fa),29.74,58.85,1.0,0.0,0.0,0.0,N,"2103-3730000",da�ada 1,S
"2103-3730450",Pi�on motor limpia vidrio (fa),2.36,4.3,0.0,0.0,0.0,0.0,N,"2103-3730450",,N
"2103-3802010-01",Reloj de kilometraje (fa),38.51,65.46,0.0,0.0,0.0,0.0,N,"2103-3802010-01",,N
"2103-3802610",Cable velocimetro (fa),2.84,4.54,0.0,0.0,0.0,0.0,N,"2103-3802610",,N
"2103-3804010",Reloj electrico,8.44,13.5,0.0,0.0,0.0,0.0,N,"2103-3804010",,N
"2103-3808800-9",Trompo electroventilador 88-92,3.15,5.33,2884.0,2882.0,2882.0,0.0,N,"","",S
"2103-3810300-01",Trompo presion aceite,4.81,7.7,0.0,0.0,0.0,0.0,N,"2103-3810300-01",,N
"2103-5003002",Niquelado guardafango dela. der.,2.5,4.0,0.0,0.0,0.0,0.0,N,"2103-5003002",,N
"2103-5003004-1",Niquelado pta. dela. der.,2.28,3.65,0.0,0.0,0.0,0.0,N,"2103-5003004-1",,N
"2103-5003006-10",Niquelado puerta post.,2.12,3.4,0.0,0.0,0.0,0.0,N,"2103-5003006-10",,N
"2103-5003010",Grapa chicas moldura,0.12,0.2,0.0,0.0,0.0,0.0,N,"2103-5003010",,N
"2103-5003011",Vincha grande moldura,0.11,0.17,37.0,37.0,0.0,0.0,C,"2103-5003011","",S
"2103-5003040",Niquelado lateral,1.19,1.9,0.0,0.0,0.0,0.0,N,"2103-5003040",,N
"2103-5003042",Niquelado lateral der.,1.31,2.1,5.0,0.0,5.0,0.0,C,"2103-5003042","",S
"2103-5003043-10",Niquelado izq.,2.41,3.85,5.0,0.0,5.0,0.0,C,"2103-5003043-10","",S
"2103-5003044-10",Niquelado der.,2.37,3.8,0.0,0.0,0.0,0.0,N,"2103-5003044-10",,N
"2103-5003045",Niquelado baul,5.0,8.0,5.0,0.0,5.0,0.0,C,"2103-5003045","",S
"2103-5003048",Niquelado post. inferior,2.5,4.0,0.0,0.0,0.0,0.0,N,"2103-5003048",,N
"2103-5003050",Niquelado post. der.,1.88,3.0,0.0,0.0,0.0,0.0,N,"2103-5003050",,N
"2103-5003051",Niquelado post. izq.,1.88,3.0,15.0,0.0,15.0,0.0,C,"2103-5003051","",S
"2103-5003060",Grapa,0.19,0.3,0.0,0.0,0.0,0.0,N,"2103-5003060",,N
"2103-5205010-01",Motor limpia vidrio varillaje comp. /f.a,63.75,123.25,0.0,0.0,0.0,0.0,N,"2103-5205010-01",,N
"2103-5205050",Casquillo de plumas (fa),0.21,0.33,0.0,0.0,0.0,0.0,N,"2103-5205050",,N
"2103-5205055",Fibra,0.15,0.24,0.0,0.0,0.0,0.0,N,"2103-5205055",,N
"2103-5205065-01",Brazo limpia parabrisas (fa),4.72,8.66,152.0,153.0,153.0,0.0,N,"2103-5205065-01","",S
"2103-5205070-01",Pluma limpia parabrisas (fa),2.22,3.59,149.0,149.0,0.0,0.0,C,"2103-5205070-01","",S
"2103-5205070-1",Pluma limpia parabrisas (jp),1.09,1.75,0.0,0.0,0.0,0.0,N,"2103-5205070-1",,N
"2103-5205200",Pi�on pivote limpia parabrisas (fa),5.17,8.28,0.0,0.0,0.0,0.0,N,"2103-5205200",,N
"2103-5205310",Pivote palanca limpia parabrisas,1.78,2.84,0.0,0.0,0.0,0.0,N,"2103-5205310",,N
"2103-5205500",Soporte limpia parabrisas (fa),8.73,13.97,0.0,0.0,0.0,0.0,N,"2103-5205500",,N
"2103-5301020",Frontal 2106,24.54,39.26,0.0,0.0,0.0,0.0,N,"2103-5301020",,N
"2103-5606010-10",Cerradura cajuela 2106 (fa),3.27,5.56,33.0,0.0,33.0,0.0,C,"2103-5606010-10","",S
"2103-6102030",Revestimiento interior der. (fa),3.52,5.63,0.0,0.0,0.0,0.0,N,"2103-6102030",,N
"2103-6102031",Revestimineto interior izq. (fa),3.52,5.63,0.0,0.0,0.0,0.0,N,"2103-6102031",,N
"2103-6105012-11",Cerradura pta. dela. der. 2106 (fa),9.82,18.01,0.0,0.0,0.0,0.0,N,"2103-6105012-11",,N
"2103-6105013-1",Cerradura pta. dela. izq. 2106 (fa),9.82,18.01,11.0,11.0,0.0,0.0,C,"2103-6105013-1","",S
"2103-6105125",Boton puerta,0.21,0.33,0.0,0.0,0.0,0.0,N,"2103-6105125",,N
"2103-6205204-01",Retentor puerta der. (fa),1.95,3.64,10.0,10.0,0.0,0.0,C,"2103-6205204-01","",S
"2103-6205205-01",Retentor puerta izq.,1.95,3.64,20.0,20.0,0.0,0.0,C,"2103-6205205-01","",S
"2103-8402050",Varilla soporte capot larga,0.62,1.0,0.0,0.0,0.0,0.0,N,"2103-8402050",,N
"2103-8402054",Rodillo del capot,0.21,0.33,0.0,0.0,0.0,0.0,N,"2103-8402054",,N
"2103-8402076-01",Rejilla der. capot negra (fa),1.24,1.98,1.0,1.0,0.0,0.0,C,"2103-8402076-01","",S
"2103-8402077-01",Rejilla izq. capot negra (fa),1.33,2.13,0.0,0.0,0.0,0.0,N,"2103-8402077-01",,N
"2104-00000",Chapa portamaleta 2104,2.59,4.14,0.0,0.0,0.0,0.0,N,,,N
"2104-3716010",Faro post. der. 2104 (fa),25.01,44.18,0.0,0.0,0.0,0.0,N,"2104-3716010",,N
"2104-3716011",Faro post. izq. 2104 (fa),29.92,47.88,0.0,0.0,0.0,0.0,N,"2104-3716011",,N
"2104-6100040-20",Jgo. cilindro llaves 2104 (fa),16.47,34.33,0.0,0.0,0.0,0.0,N,"2104-6100040-20",,N
"2105-1003020",Empaque cabezote 1500,2.02,3.24,0.0,0.0,0.0,0.0,N,"2105-1003020",,N
"2105-1005054",Tuerca cig�e�al,0.0,0.0,0.0,0.0,0.0,0.0,N,"2105-1005054",,N
"2105-1006124",Ruliman tenzor,10.31,16.5,0.0,0.0,0.0,0.0,N,"2105-1006124",,N
"2105-1107010-20",Carburador 2105 (fa),118.66,189.85,0.0,0.0,0.0,0.0,N,"2105-1107010-20",,N
"2105-1107014",Empaque base carburador fibra (fa),1.25,2.35,55.0,55.0,0.0,0.0,C,"2105-1107014","",S
"2105-1107260",Aguja bala,1.18,1.8800000000000001,0.0,0.0,0.0,0.0,N,"2105-1107260",,N
